,attack
38329,24
110683,7
128417,11
8677,26
93828,14
56324,14
134901,10
115755,7
92951,14
57357,24
55176,19
9545,26
125983,11
67026,14
46646,14
55081,31
88498,14
58758,14
1291,14
52472,14
40137,7
119747,14
126944,14
129046,28
83462,14
77998,26
104747,14
27818,19
17017,14
126612,14
54316,1
137119,14
63209,14
127586,15
127399,14
79130,14
50484,24
56797,26
40664,14
57239,7
41787,14
129875,14
15712,14
4738,14
3045,14
33321,14
57715,14
85465,14
74569,14
81989,14
32132,1
72562,14
24371,26
31515,14
62407,26
33421,14
21070,19
128044,14
124795,14
69963,14
93498,14
1861,14
59379,14
132515,0
26470,14
36039,14
110635,14
16552,14
136522,0
145901,4
62879,24
116824,33
15466,14
27527,14
9987,14
3371,14
44564,26
10016,14
38100,14
83165,14
68822,24
101265,26
124710,14
78077,14
66682,19
142948,7
32310,14
142018,14
99275,14
18152,26
25376,14
69733,14
87726,14
39637,14
99116,14
61185,7
84178,14
137002,28
38485,15
128805,14
45679,15
76027,14
16170,14
101130,14
91873,24
140287,4
87266,14
140561,24
90581,14
140499,4
112697,14
54565,14
135781,14
136962,34
129927,14
31540,14
93086,14
10154,26
96048,24
64895,14
51033,14
122619,14
32726,24
49475,1
127874,11
103695,14
103547,14
147397,14
37331,14
77987,14
118082,14
92968,14
73649,14
32766,14
120442,14
94884,14
8557,14
140532,11
80477,14
65772,24
60268,14
34013,14
71143,14
97301,14
49467,24
27883,14
105193,7
44299,14
69686,14
35835,14
33723,14
91701,14
4722,15
145105,11
73832,14
91485,14
65060,14
15230,7
128503,23
51445,14
123630,14
137728,20
103024,14
43647,26
110140,14
133845,24
119632,31
61054,14
136155,0
56840,15
101001,14
145874,0
128868,34
107020,14
25502,14
16740,14
106207,26
77936,14
120096,19
95624,14
140392,14
110856,14
112144,14
2442,14
102235,14
9972,24
139744,1
140458,20
45499,26
139229,14
65899,14
98019,14
128221,26
98629,14
113246,14
115908,14
82108,15
25195,14
103916,14
126423,4
19837,19
9689,15
147442,4
4414,14
56609,7
145423,14
88862,14
5719,14
10785,14
39688,14
138572,11
28548,14
76081,14
102111,14
114354,24
26718,14
95152,14
123974,1
50486,14
111478,14
81863,14
111472,14
48908,14
129389,1
102379,14
63779,14
103079,14
68935,14
107043,14
17936,14
35051,14
116993,14
128570,15
139510,1
147135,14
50892,14
107811,31
40654,14
32121,14
142726,24
41189,14
120260,14
117837,15
31801,14
75376,14
113505,14
72371,19
118926,33
1000,14
105701,14
114720,14
142788,14
94588,14
99796,14
57476,14
14263,14
80137,26
13942,14
119855,14
90773,14
116814,14
137086,14
27130,19
109105,14
41560,14
23204,7
108179,14
73165,14
78407,7
53516,7
45798,26
64074,19
132110,14
12925,14
15636,14
118298,14
100397,26
9022,33
100469,14
50853,14
86097,14
222,33
142968,14
112506,14
98936,14
112540,1
90682,26
76768,14
89365,14
47172,14
112906,14
61704,14
29166,14
128197,14
37677,14
79570,31
78571,14
577,14
55762,14
59651,19
110998,15
79909,14
75253,14
50385,14
11483,14
116359,14
128037,34
32575,14
15880,19
138898,0
78880,14
27973,14
135845,4
82897,19
84618,14
21108,14
2571,14
80797,15
14396,14
73983,14
86008,14
6460,14
77812,24
64854,19
98096,14
100657,14
132384,4
41937,26
61183,26
53525,14
62083,7
62201,14
24784,14
9777,14
86807,14
7183,14
112481,14
104643,26
16947,14
761,14
52240,14
88320,24
110661,26
56272,14
62637,15
33828,14
55112,14
61683,14
87470,14
31373,14
56807,14
145784,28
34296,14
91774,14
128880,4
31071,14
88455,14
62615,14
81359,14
28002,14
143619,34
78629,15
134903,14
91502,14
139880,14
147844,1
137252,11
95422,14
73602,24
62165,19
130146,1
47130,19
84544,15
6080,24
127765,23
9874,14
39964,14
75229,14
137790,14
66716,14
30296,7
113533,24
32247,14
15037,14
50870,14
75251,14
92072,19
144146,28
101174,14
132053,14
139472,11
91010,19
31423,14
11073,14
76524,14
131877,26
106295,7
100438,19
27886,14
58764,14
2861,14
52040,14
145443,14
124200,7
53034,14
51267,14
97692,14
47128,14
116189,14
35576,26
73995,14
133604,4
17319,14
28728,7
67139,33
136492,24
48377,14
144155,4
123127,14
120217,14
16915,14
9499,15
39618,14
130264,4
85492,14
39066,14
82690,19
110344,14
55723,7
12923,14
17163,14
38148,1
130857,14
136523,14
111767,24
54016,14
133637,14
36157,26
112920,15
2946,14
60313,14
126826,4
6155,14
69448,14
148108,14
70741,14
118056,14
40514,15
46934,19
58621,14
143936,14
103265,14
112818,26
58601,14
132207,14
31176,15
43256,14
60358,14
114899,14
127019,14
85618,26
131083,14
70290,14
70382,1
135621,34
19110,24
85456,14
135216,14
131835,14
29167,14
42516,14
49117,14
30096,14
74523,14
72444,24
89584,14
60162,14
89667,14
73112,14
108229,14
55483,14
78111,14
52385,26
21060,14
11594,24
97896,26
130561,19
101676,14
139579,34
15560,15
146219,14
43452,14
81256,24
18053,26
39409,19
56571,14
34978,14
144580,1
34468,14
20447,14
24314,26
24284,14
146987,24
68922,24
78198,14
85792,14
77166,14
28680,14
8406,14
3025,14
74968,14
16629,1
111272,14
129412,4
2469,14
115627,14
21005,14
127213,5
61933,14
115245,14
65546,24
19064,26
39795,26
124716,24
116725,14
46999,14
12708,14
56788,14
72505,14
77482,24
39638,14
133687,4
40229,14
110495,14
83590,14
7121,14
132556,14
143907,34
111383,14
69574,19
92572,7
128231,14
91789,14
120386,14
15298,19
57854,18
131086,20
102831,14
66379,26
3224,14
9854,15
138143,11
146542,14
118011,14
146154,34
105155,19
108416,14
97854,15
12800,14
75968,14
54823,14
11271,14
54899,14
99607,14
122730,14
107951,24
115448,14
119623,14
111962,33
136856,14
13007,14
142248,20
109083,14
9247,15
102418,7
80977,15
67035,14
43777,14
9798,14
100873,14
30728,14
35153,14
27028,14
96409,14
21158,14
20066,14
76635,19
133989,14
37099,14
49894,14
34330,19
66675,14
29497,33
103661,14
95924,26
27612,14
33930,14
82460,14
44862,19
101440,7
56070,33
107410,14
75257,14
20134,14
7738,14
98231,14
38832,14
112169,14
58618,14
5687,14
59454,14
63885,14
62921,14
90207,24
119063,14
36406,14
69192,14
103844,31
33232,14
104241,14
22349,7
63745,14
121177,14
138473,20
139594,14
65456,24
9670,14
35893,14
100879,24
11485,14
2353,7
96067,14
42503,14
54275,14
121906,14
33074,14
145888,4
144437,34
53955,14
83970,14
142255,23
89636,14
88744,14
135499,14
114477,14
73739,14
48142,19
53765,14
26138,14
107055,14
21254,14
52922,14
88202,14
142,14
61600,14
71690,14
42884,14
26469,7
8724,24
78730,26
1598,14
145207,14
50705,14
17590,26
147833,14
65183,14
50472,7
19001,14
147994,24
35437,14
15240,14
141764,14
140757,24
124171,14
141330,14
103385,14
117487,14
37218,14
28332,14
130633,26
135651,14
647,14
5250,14
86545,26
63292,14
18905,14
137129,14
76860,14
125773,19
120425,14
131099,11
12917,7
133562,0
130259,14
21609,14
145437,7
7351,14
36323,14
18273,14
98181,14
56277,14
64851,24
123952,14
46833,19
88703,19
5903,14
133491,26
41360,14
123145,14
36882,14
132078,20
45760,14
21930,14
35265,26
103626,14
85862,14
129835,4
59780,26
140249,14
6252,14
87267,24
118405,14
13401,7
126614,23
53239,14
141886,34
11676,14
41986,14
86366,14
6547,15
12291,6
14987,14
73964,14
128726,26
129489,34
45356,14
70167,14
39217,19
56478,14
85202,33
37407,19
6630,14
31815,14
8177,14
116926,15
14321,31
120387,14
81764,14
52475,14
138652,10
15716,14
77839,14
42058,14
70266,19
41100,14
113633,14
146956,24
16828,14
51490,14
137259,14
113368,33
19307,14
43266,26
133902,14
100356,14
107975,14
25766,14
57560,14
34046,14
48373,14
83091,15
92141,14
139046,4
39432,14
109468,14
106388,14
14585,14
24616,14
143428,14
26089,14
29906,26
144083,11
78514,14
13743,14
67429,14
147132,0
28092,14
36582,15
91611,14
125071,19
27809,15
132067,4
127294,24
126288,14
95970,14
101196,26
86727,14
120560,14
25595,14
134426,26
109725,14
133404,14
70300,19
136197,4
10721,14
5104,14
125274,14
120732,26
141274,14
131372,14
99103,15
107141,14
107998,26
112305,14
99225,7
47484,14
7036,14
36454,14
67307,15
56892,14
26097,24
146042,20
102735,14
32237,14
120873,14
49375,7
96194,14
7135,14
61604,7
143265,34
14330,14
76605,14
104074,14
131737,0
81152,14
116137,19
113675,14
24464,14
129828,11
82245,7
83829,19
22086,7
15234,7
4057,24
40586,14
131210,1
110110,14
86643,4
20024,14
120065,14
22951,14
65331,14
39639,14
57734,7
130305,23
109992,31
109836,14
1144,24
60178,14
80279,14
68583,24
12704,19
133758,11
80005,14
8205,33
127826,14
15033,14
34345,14
55828,14
102025,14
77729,14
34399,7
115257,31
21980,24
93091,33
102862,14
140959,34
46316,7
67961,7
28533,14
5541,14
98414,1
17032,14
128623,14
47344,14
41938,33
51937,14
8023,14
124058,14
25391,7
107249,14
138186,14
40447,24
25408,14
26512,14
141389,14
115037,14
143934,11
98192,14
31259,14
39960,14
3629,19
113226,14
52125,14
16684,14
22399,14
141502,19
61436,26
10821,26
54674,14
115606,24
141720,14
48815,14
35809,14
135944,14
119805,26
30783,14
87770,14
97957,14
46139,14
99603,14
90387,14
124674,14
83977,15
751,14
30800,15
38973,14
21204,14
91570,15
67146,14
103643,14
131030,4
65972,7
85945,14
75475,14
114454,14
134496,0
6969,14
29085,14
88795,19
46470,14
140756,26
144348,4
42728,24
28823,14
54999,7
126486,28
100674,14
106729,14
65253,14
102213,31
26488,24
113105,14
80637,14
48207,14
142214,14
144701,14
143157,4
20041,31
93951,14
12985,33
28139,14
32657,14
138320,11
148292,26
76596,26
145077,4
41808,19
40972,14
120039,14
47902,15
137868,27
122804,14
72888,14
131024,11
27025,14
63803,14
130699,11
64944,14
39158,14
48021,14
33925,14
116585,14
47481,14
37106,19
51000,14
78318,14
103377,14
47501,19
86891,14
59773,14
100286,14
10573,14
75929,24
55998,14
75472,15
110035,14
68552,14
85903,14
144509,14
101002,14
133513,28
12184,14
139460,34
10976,7
131945,1
76444,24
87595,14
56982,14
148168,20
55862,26
102365,14
136003,14
39103,14
146909,11
84125,14
122854,7
110909,14
57507,14
25266,14
24044,14
64420,14
87706,14
123633,14
73140,14
67356,14
124657,14
9422,14
13461,14
8086,14
90272,14
99693,26
10716,14
31365,26
31581,14
121793,14
1453,26
38686,14
58602,31
81411,14
70019,14
101491,14
82628,14
109765,14
123342,14
126498,24
82089,24
67834,14
84762,7
114144,14
142813,20
27904,14
63114,14
86421,26
130599,4
35662,14
137696,0
46993,14
28261,33
99264,7
49916,14
61330,26
76432,33
136716,20
60901,14
112324,14
50914,24
12239,14
146620,14
21880,7
97653,19
115542,14
31938,14
4041,14
96986,14
101345,14
100919,14
32789,24
17386,14
144439,11
96509,14
143113,20
38457,14
24279,14
26284,15
45682,14
74662,33
142357,1
88471,24
114001,14
41242,14
65138,31
101007,14
113434,14
101660,14
128843,20
19343,1
111429,14
116226,14
27555,19
65022,26
132549,14
35206,14
102412,14
50600,14
65119,7
8737,7
136281,14
53449,14
143823,4
19198,14
131611,34
145809,14
57607,14
51540,14
78081,14
141073,4
65198,14
131828,24
101173,14
108738,14
45493,15
135045,4
8700,31
22309,14
53497,14
140642,14
103056,7
29603,14
67745,14
97328,24
22061,14
137351,4
144804,20
130788,34
23782,14
64140,19
122727,14
75562,31
38698,14
93820,7
88909,14
15283,14
45827,24
7749,14
6222,19
100530,26
31810,24
80939,14
51753,14
55636,26
28453,7
124634,14
34141,14
5341,14
26039,14
81527,14
52763,24
112929,14
95288,14
35335,14
25205,19
18432,14
20324,14
85812,14
96566,31
6028,14
40132,14
57741,14
78663,14
115639,19
84176,31
135950,23
31827,14
125068,7
21227,26
118232,14
112263,14
44805,1
133972,4
14264,14
35675,26
92617,14
86327,14
119230,14
25669,14
59646,7
146237,14
21452,33
115893,14
98619,24
143797,4
108706,14
131694,14
145457,14
142431,11
100504,14
19532,14
39289,14
68486,7
105691,14
28263,14
128996,4
122378,14
9521,14
35221,14
85151,1
121357,14
13545,15
92733,14
112499,14
21495,14
32160,1
33483,14
129691,14
88001,14
11082,14
110330,24
129051,14
68400,7
28632,14
38177,14
44176,31
98320,26
126399,11
4602,14
10046,14
59253,14
13876,14
101122,7
131317,20
56553,7
59132,14
146067,23
123446,14
39922,14
133530,14
26583,7
51330,14
61816,14
7372,24
133983,5
42393,14
72815,24
87019,14
137565,14
125640,14
27033,14
15328,14
37549,14
99729,26
8744,14
102841,7
4395,14
59208,15
70272,14
132403,4
70984,24
88424,26
144503,8
29297,14
66026,14
127948,14
57841,14
106271,14
35009,19
34243,14
27255,14
53985,1
68429,14
132141,14
73737,14
58943,14
89826,14
146684,14
2216,26
128446,34
62751,24
2240,14
134515,24
22368,7
109942,14
121845,14
121717,14
1221,24
6907,14
53012,14
89747,7
76003,14
130430,0
15374,14
73133,14
22120,14
65240,14
3943,14
80909,15
42325,14
59136,14
71382,14
131954,4
9098,14
83212,14
78776,14
25508,14
349,7
53952,14
139303,14
90980,26
144666,4
33730,14
32004,14
115313,14
98749,14
101233,14
84475,14
44203,15
96906,18
3053,24
48146,14
127964,4
4527,24
25116,14
101956,19
144968,11
44897,14
124307,14
56358,14
40375,14
115787,14
111346,14
22038,14
57486,14
38290,14
132969,34
42552,14
30691,14
59266,14
124125,14
88261,14
122219,14
13387,14
33879,14
61381,14
77896,1
76068,14
4969,33
123969,14
87820,14
133403,4
10483,14
11114,19
111957,14
186,14
132956,14
98779,14
57324,14
147425,34
97405,24
46334,26
124494,14
24383,14
59101,24
33478,14
19982,14
138367,26
88406,14
1622,14
105857,7
113470,26
44838,14
1257,14
38641,14
51914,14
24479,14
109797,14
132409,14
115608,14
46972,14
30004,14
97533,14
110863,14
100656,14
143192,14
27286,14
65534,7
13647,14
142433,14
39716,14
143939,14
57317,1
87657,14
1763,14
84399,1
78425,14
35858,33
50616,14
89360,14
27374,14
30853,15
51528,14
47817,14
49295,14
92927,14
117347,14
126675,14
34286,14
147638,14
39251,14
69569,7
97435,14
43915,14
43633,14
68492,26
82444,14
97893,14
137792,7
105027,14
123917,14
125042,14
70468,14
744,14
22324,14
67709,24
147310,1
57121,24
88951,14
24421,24
123157,14
120161,14
29247,14
79318,14
59827,14
3267,14
26491,14
30472,14
92073,14
33952,14
11616,14
129270,28
83593,14
146100,14
102673,14
63594,14
72434,14
113843,14
132226,14
118514,14
82649,14
62000,26
19580,14
82516,14
113008,15
68233,14
94949,14
115973,14
98653,15
31851,14
22025,14
146140,14
78827,14
90899,14
144412,34
34179,33
61599,14
121890,14
142217,14
94624,19
13031,14
116742,19
14434,14
131145,11
11375,14
116222,19
31203,14
107361,7
10487,24
51897,14
71490,14
58606,24
35203,14
69136,14
92181,7
16305,19
89595,14
122435,14
105260,14
20962,7
136767,34
20527,14
122772,14
127392,14
29750,14
56299,14
37522,19
147370,11
143399,11
134128,0
32240,24
9550,24
60782,14
40974,7
134115,1
49515,15
32942,14
56178,14
54496,7
59448,14
6814,14
136604,26
83205,26
16547,15
136011,20
141137,34
24809,14
20920,14
49956,14
8902,14
21530,14
98299,14
119455,14
95684,14
15864,14
133688,14
124369,14
8856,14
141628,28
97270,14
45768,14
106479,14
52296,14
123371,14
42375,14
115892,14
50315,14
39634,24
69746,19
101162,14
76997,14
49266,14
7159,14
147254,11
20849,14
15899,14
74104,14
99996,14
47661,14
73175,15
135822,20
46670,14
61044,14
108078,18
132193,34
70100,26
41805,14
92187,14
129636,20
138595,24
80959,14
62567,14
25583,14
82958,24
121421,14
114884,24
71407,14
2704,14
104114,14
648,14
73065,15
124914,14
130825,34
21540,14
74516,14
53518,19
127180,34
121661,14
71608,14
37582,14
122861,19
45438,14
13132,14
10263,14
9245,14
100295,14
88601,7
101931,14
72954,14
48494,14
52789,14
37533,14
53664,14
145043,10
99932,26
89106,7
3686,33
12805,14
96196,14
73116,14
75085,14
8469,14
24643,26
58139,14
61202,14
73550,14
83975,14
22803,14
59745,14
114261,14
95513,14
16368,7
49510,14
96725,7
107690,7
141326,11
130042,24
46960,14
55159,14
112076,15
51435,14
133106,23
67579,7
96581,19
11750,14
7892,14
95108,14
106521,7
147485,4
13958,14
33282,14
30828,15
4413,14
31751,24
144872,20
23609,14
43289,14
69620,1
50318,14
139883,14
89574,14
103769,15
50918,14
2710,14
87105,14
502,14
129678,28
27126,14
28292,14
60209,14
80736,33
73624,14
32263,14
53604,24
110360,7
76668,14
49714,19
138147,20
4361,14
20052,14
45548,14
26596,14
147814,14
23916,14
92418,14
50432,14
68437,14
115031,14
42849,14
108172,14
42208,14
77078,14
31666,14
63951,14
37085,14
143559,14
81045,14
17837,14
13507,14
75399,14
144821,14
114341,14
121628,14
116336,14
134193,4
104865,14
35774,14
127567,10
73169,14
72596,19
131014,14
24000,14
15014,14
113988,14
99230,14
142470,14
134017,23
121879,14
93258,14
94422,14
88776,14
98346,33
59921,15
62949,14
72070,14
133950,23
25276,14
37617,14
101485,14
72097,14
40796,14
74533,14
133864,14
111790,14
72013,14
63697,14
147264,20
3783,24
13499,24
18289,14
137444,28
136712,24
121291,14
66023,14
44405,14
103890,14
82259,14
68913,1
43767,24
48648,14
98838,24
108011,14
9252,24
37980,14
119394,15
12049,14
9311,14
18328,14
36096,14
15840,7
119324,24
104677,14
92473,14
69248,14
127224,14
144991,14
95492,14
100999,7
5579,2
103001,14
63757,14
102715,14
137874,14
43114,14
99577,14
6612,14
45213,14
3279,14
129091,14
104885,14
18431,14
23493,14
78087,14
144927,28
138006,4
82370,14
45457,14
113698,14
47451,14
34164,14
28794,14
53557,14
11679,24
36992,19
64741,14
75831,14
43514,14
27573,26
90505,26
52255,14
28095,14
41309,14
134352,14
102388,14
42255,14
133369,10
96424,14
142793,25
54054,14
127648,11
101543,8
124428,14
135923,28
140263,19
141473,14
131497,14
135194,4
42165,24
7008,14
99616,15
1195,14
137670,14
113873,14
112727,14
57292,7
7916,26
73604,14
87020,14
147895,10
8687,19
129300,14
145615,4
81032,14
14736,24
87507,14
60821,14
35945,24
62102,14
73031,14
4171,14
557,14
14790,14
47109,14
12487,14
145152,24
37758,14
42148,14
139176,14
118476,14
44051,24
83624,14
76897,7
116211,14
17090,14
98603,14
109061,14
40012,7
132281,26
139870,26
110003,14
133910,14
129614,11
127906,24
8633,19
33798,14
90529,14
61971,14
988,7
53174,14
63056,14
38494,26
100971,14
113072,14
1111,26
99147,14
56436,14
131714,14
67426,14
118015,7
107291,18
81410,14
59560,4
40798,14
17074,14
97312,26
93659,31
46740,14
114140,14
141696,4
30583,7
127655,14
133850,14
104229,14
82255,14
131094,4
121228,14
36443,14
40755,7
135040,28
123195,14
83281,14
67134,14
148089,14
72204,26
23400,14
116123,14
109407,14
120729,14
110690,14
90938,14
126674,34
124281,18
70372,26
138760,14
138598,20
102369,24
58905,14
8547,14
143252,4
95867,18
59526,14
102334,14
31522,31
60470,14
54722,26
60745,26
35985,14
67966,24
96686,14
959,14
146622,34
132302,0
62547,7
14448,14
140118,14
1939,14
119151,14
22701,14
146985,0
125787,14
78040,14
556,7
49414,33
104149,14
119239,14
46894,7
99874,14
70173,19
41819,14
102199,24
22198,14
6890,14
50426,14
52269,31
96570,14
3603,14
43726,7
56532,14
74603,14
123788,14
88426,14
3958,14
32284,26
126609,4
136245,11
104604,14
123199,24
144429,14
71495,7
40873,14
16824,19
40779,14
28192,14
76268,26
32454,14
121927,14
61779,14
26987,19
91601,14
49311,24
29048,14
13784,14
142855,34
136873,0
143224,24
43956,19
5158,14
147446,28
85624,14
38561,24
42465,19
70008,14
110545,14
38889,14
21682,14
12683,14
145461,14
148180,4
21723,26
144626,4
67156,14
80783,14
39365,7
115673,14
134380,14
75293,19
92066,19
87328,14
136864,4
44303,14
139720,11
92388,14
16025,26
115210,14
4728,14
106979,14
120728,14
130922,28
79218,24
87823,14
148488,0
90440,14
54768,14
40076,14
10916,14
22181,14
141873,24
5124,14
36350,14
22108,7
78358,14
140265,14
43882,14
58305,7
32114,14
9446,18
103266,14
31846,14
52852,26
109597,14
88,14
33016,14
45668,18
68363,14
63185,24
80098,14
131862,34
129998,27
40613,26
125538,14
142933,11
139977,14
117167,14
3494,14
57182,24
68113,14
20604,14
89771,14
119220,1
110027,14
36267,14
64670,14
76924,14
136985,4
65812,19
54310,14
116962,14
65401,14
133067,14
74487,1
130141,4
125048,14
19859,19
50159,14
42881,14
117433,14
3110,14
17730,14
37943,14
142998,26
50634,26
15853,14
135727,27
129574,0
144879,14
32123,33
111225,14
35277,14
86678,14
54167,19
120144,14
35723,26
49498,1
12711,14
41248,24
77563,14
106875,14
49766,14
29040,14
98141,14
118171,26
88887,14
51399,19
128901,14
62377,14
39556,24
47090,24
23615,14
29527,14
132006,14
8505,14
143400,28
123358,14
29555,14
99725,19
31130,33
24367,14
38667,14
104308,26
73651,14
34300,14
143071,11
45432,14
147720,4
62285,14
137418,14
134385,14
119811,14
95578,14
135493,14
114968,26
133074,4
41256,19
121897,14
58187,14
97150,14
87194,7
138604,14
60405,14
55347,14
107381,14
123599,14
131582,14
140428,24
139393,34
91316,26
7688,15
127580,20
134197,14
37538,14
104400,14
119402,19
96632,14
104654,14
127658,14
54200,7
38877,14
90433,14
86105,14
76368,14
132643,23
110809,14
61133,14
19176,14
27481,14
50095,14
10516,14
89672,14
63427,7
40087,14
97909,14
143682,11
118371,14
11,14
118552,14
31185,14
10870,14
17415,19
2672,14
134707,34
135513,34
72530,14
125440,7
82595,14
4937,31
127566,14
133898,11
55872,14
138203,0
125381,26
87829,19
7211,14
143140,11
33933,14
143060,0
94365,14
88247,14
139618,4
70601,7
146223,28
129915,14
40545,14
12564,14
32983,7
94100,14
94032,19
30115,24
7646,14
140344,0
14607,14
60254,14
25600,14
118152,14
104433,26
82007,19
147433,0
109442,14
41899,14
123387,19
136913,14
38933,14
134645,26
83546,14
94001,14
48132,14
133878,10
38272,14
68813,14
110274,14
107320,14
24501,33
110057,14
92698,14
109316,14
8957,14
55604,14
92274,14
80701,14
132581,20
92125,14
51607,7
11890,14
30475,14
142202,26
116578,31
1266,14
120743,14
120589,14
45906,24
24246,24
65674,24
84688,14
128505,1
49294,15
4239,31
47093,14
120551,14
75263,26
126559,4
118410,14
48180,31
144389,4
63226,14
22936,7
125225,19
2690,14
14910,14
40566,14
76895,14
65836,14
126834,14
43196,14
124906,14
30198,14
144247,26
76935,14
136315,0
33382,26
5832,14
128321,20
108149,14
308,19
131191,14
73320,14
18159,14
88965,14
142054,24
72493,14
14343,26
100479,14
113304,1
73872,1
114202,24
107886,14
90399,14
147393,34
146540,14
134641,23
112379,14
98581,14
109145,14
112308,14
81253,15
24978,14
138003,14
66462,26
96039,26
36409,14
136454,24
145373,14
12673,1
29254,14
98506,15
20994,26
12930,14
134732,19
7123,14
125301,14
111226,14
12648,14
126026,14
29255,14
77687,14
37799,14
2234,19
137126,10
99557,15
94647,14
7717,14
118755,14
26211,14
75585,7
94247,14
98419,26
25988,24
42722,24
12399,14
13746,14
48160,1
132310,4
148343,20
78055,14
19570,14
103983,14
83603,15
68943,14
4255,33
58716,14
26903,7
61666,14
54612,14
31511,14
112065,24
118984,19
32641,14
33979,14
144254,14
63273,19
19471,14
12095,14
128294,14
35460,14
132016,26
129204,14
60314,7
8093,14
139566,0
146864,14
128180,14
103558,14
97874,14
33698,26
39420,33
85548,14
88014,1
134506,23
140190,28
46535,15
46004,14
90138,14
31160,14
6730,7
128324,26
146567,14
37433,14
70520,14
7284,14
30696,14
93658,14
4063,14
33820,33
73744,14
137397,14
72907,14
40428,19
139376,24
132389,5
63441,14
65951,14
71350,14
13062,14
125341,14
77953,19
122306,33
107121,14
138133,4
148079,20
119722,14
7675,14
61902,14
75850,14
75481,1
38487,14
50969,14
86613,14
112668,14
99941,14
48679,7
43601,24
15405,14
129777,14
106559,14
56194,14
69593,14
95994,24
34663,14
36799,14
92405,14
64253,14
2737,14
32584,14
111012,24
110890,14
51233,14
139210,0
43765,14
41865,14
99039,14
74736,14
55484,7
2356,14
110081,14
73085,14
119416,14
142385,11
106166,14
75621,14
40079,14
41652,14
42106,31
116845,14
47153,14
125062,14
96332,26
62996,26
67921,14
86457,14
56361,14
42291,14
88272,14
134965,20
124669,14
45341,14
10763,14
135920,14
106432,14
144939,27
48346,19
88531,14
47990,14
42006,14
27293,19
45197,14
39919,14
106476,19
67357,14
32456,14
19498,14
33736,14
114762,14
88829,14
126514,14
62444,14
59499,14
134454,20
108336,24
58944,19
49209,14
91561,14
92759,14
69976,14
30508,14
145166,14
59748,15
35366,14
43143,14
16332,14
92892,14
43660,14
130112,14
5811,14
15820,14
54944,14
116831,14
56482,14
60212,14
30861,7
27923,33
83003,24
132536,14
61142,1
133338,11
1122,14
5083,14
134035,28
84914,14
43314,26
59652,26
82410,14
49962,14
104304,14
49803,14
45795,7
103946,26
81282,14
43388,14
13369,14
132514,1
142893,34
80827,14
1135,14
1711,26
84821,14
42425,14
18814,14
65545,14
81878,14
49885,14
115664,14
125067,14
84792,14
138297,14
32792,1
70895,14
98982,14
144288,28
10360,26
68596,14
48401,14
45375,15
53495,14
17654,1
48135,14
768,33
69735,14
60315,31
45302,14
147815,19
83230,14
99101,19
148473,14
5885,14
138990,14
137601,14
31622,14
3586,14
4345,19
118542,14
65278,14
141699,14
70158,14
21534,14
12006,14
16637,7
133310,4
50298,14
47082,14
113896,14
42547,19
78258,15
109982,26
8832,14
21031,26
24425,14
69077,14
45812,14
134919,14
129920,28
85992,14
122244,14
140992,14
60079,26
143694,26
8861,24
39954,14
97869,14
129644,14
142658,4
93692,7
44813,14
110693,14
61129,14
37995,14
63417,26
59667,14
29318,14
107313,14
715,14
103182,24
52446,26
77369,14
91858,24
34453,14
32013,14
117815,14
112856,14
93454,14
143512,20
90182,14
136815,4
77763,14
103820,1
44941,14
127390,14
92053,14
104597,14
127345,14
87854,26
68405,14
50238,14
81623,14
1601,14
143166,14
78329,14
84244,14
147778,14
112685,14
18616,31
139921,11
108778,14
86339,14
93915,19
102502,14
130717,34
145108,1
102453,14
143232,14
45299,14
127100,14
120277,14
87161,14
4988,14
34797,14
38493,14
34627,24
54742,7
22596,14
49812,14
95169,14
20033,14
28364,14
3254,14
104808,14
76818,14
42966,14
143176,14
85377,14
99640,7
102897,14
121778,14
138193,19
133363,14
86229,14
125393,24
91696,14
104672,19
68403,14
12087,14
6365,14
135729,4
17671,26
51765,14
121151,14
129890,4
103451,26
92489,14
114735,14
72790,14
72807,14
143342,20
9935,14
120129,14
141846,8
8073,26
1902,14
35071,14
27358,14
139197,10
129450,14
82426,14
129862,14
116385,7
106888,14
6941,24
91579,14
118900,14
116278,1
106367,14
60567,26
94854,14
15235,14
10837,14
24018,14
47840,14
41829,14
24752,15
114717,24
36336,26
44820,14
122386,14
144597,28
138937,4
21694,14
118291,14
49879,19
24457,14
89172,14
76815,2
21746,33
60084,14
78284,14
86892,14
17366,7
106941,24
128683,14
134025,27
107865,14
9466,14
134365,11
95840,14
73043,14
130121,1
131762,14
75130,14
19670,14
92091,14
74674,7
102657,14
29713,14
108438,14
99469,14
138658,23
143023,14
26481,14
41038,14
47074,7
80114,14
93031,14
49881,14
132087,14
18992,15
135101,22
147061,23
82861,7
111351,14
93944,14
146441,10
47467,33
110407,14
51639,14
56504,7
134134,24
136555,14
83595,14
126880,14
25230,7
145117,14
21943,7
135294,14
134637,14
68736,7
86509,14
91970,14
133034,14
76566,15
30912,14
120567,26
37540,14
134897,11
108890,7
90442,14
396,19
48588,26
142401,20
37627,14
42312,26
97855,14
141815,14
15643,14
70661,26
59037,14
13320,14
317,24
22297,14
4639,14
44654,15
111507,14
128235,20
73531,14
34055,14
79498,14
95695,33
117703,14
126994,26
23374,14
5940,14
16802,7
7266,14
7959,14
97707,14
139498,14
34116,14
81968,1
102663,14
103263,14
15476,7
