,protocol_type,service,flag,wrong_fragment,logged_in,num_outbound_cmds,count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack,attack_occur,attack_class
13280,1,22,4,0.0,2.0,0.0,0.043052837573385516,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.803921568627451,1.8,0.04,0.0,0.0,0.0,0.0,0.08,0.1,0,1,0
13281,1,22,9,0.0,2.0,0.0,0.05870841487279843,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.21176470588235294,2.0,2.0,0.0,0.08,0.06,0.0,0.0,0.0,0.0,16,0,1
13282,2,45,9,0.0,0.0,0.0,0.011741682974559686,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.992156862745098,2.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,29,1,3
13283,1,43,1,0.0,0.0,0.0,0.011741682974559686,0.0,0.1,2.0,1.6,0.66,2.0,1.9,0.38431372549019605,0.32941176470588235,0.48,0.2,0.04,0.1,0.04,0.0,1.64,1.96,11,1,2
13284,1,22,9,0.0,2.0,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
13285,1,49,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.1294117647058823,1.12,0.06,0.0,0.0,0.04,0.02,0.0,0.02,16,0,1
13286,1,22,9,0.0,2.0,0.0,0.046966731898238745,0.0,0.0,0.0,0.0,2.0,0.0,0.54,0.32156862745098036,2.0,2.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,16,0,1
13287,1,22,5,0.0,0.0,0.0,0.046966731898238745,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.9137254901960783,1.92,0.02,0.0,0.0,0.16,0.18,1.12,1.18,0,1,0
13288,1,55,9,0.0,0.0,0.0,0.007827788649706457,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0666666666666667,0.6666666666666666,0.66,0.08,0.02,0.04,0.0,0.0,1.76,1.32,11,1,2
13289,1,55,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.192156862745098,1.2,0.04,0.0,0.0,0.0,0.0,0.04,0.06,4,1,3
13290,2,45,9,0.0,0.0,0.0,0.007827788649706457,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1,3
13291,1,55,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.788235294117647,1.78,0.04,0.0,0.0,0.66,0.74,0.24,0.12,21,1,0
13292,2,45,9,0.0,0.0,0.0,1.9765166340508804,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,16,0,1
13293,1,55,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.22745098039215686,0.023529411764705882,0.2,0.2,0.06,0.0,0.0,0.0,0.0,0.0,16,0,1
13294,2,11,9,0.0,0.0,0.0,0.8101761252446184,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.788235294117647,1.78,0.02,0.02,0.0,0.0,0.0,0.0,0.0,16,0,1
13295,1,49,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4784313725490196,0.39215686274509803,1.64,0.16,0.04,0.0,0.0,0.0,0.0,0.0,16,0,1
13296,1,18,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.9137254901960783,0.9647058823529412,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,33,1,3
13297,1,22,9,0.0,2.0,0.0,0.015655577299412915,0.0,0.0,0.5,0.5,2.0,0.0,0.0,2.0,1.796078431372549,1.8,0.02,0.0,0.0,0.0,0.0,0.04,0.02,1,1,0
13298,1,22,9,0.0,2.0,0.0,0.023483365949119372,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3137254901960784,2.0,2.0,0.0,0.06,0.08,0.0,0.0,0.0,0.0,16,0,1
13299,2,45,9,0.0,0.0,0.0,0.015655577299412915,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,29,1,3
13300,1,37,5,0.0,0.0,0.0,0.4774951076320939,2.0,2.0,0.0,0.0,0.28,0.14,0.0,2.0,0.13333333333333333,0.14,0.12,0.0,0.0,2.0,2.0,0.0,0.0,14,1,0
13301,1,22,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,1.34,0.023529411764705882,2.0,2.0,0.0,0.66,0.02,0.0,0.0,0.0,0.0,16,0,1
13302,1,19,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.00784313725490196,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,12,1,3
13303,1,18,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.8823529411764706,0.6509803921568628,0.7,0.06,0.0,0.0,0.0,0.0,0.0,0.0,33,1,3
13304,1,22,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.03137254901960784,2.0,2.0,0.0,0.5,0.04,0.0,0.0,0.0,0.0,16,0,1
13305,2,11,9,0.0,0.0,0.0,0.547945205479452,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.992156862745098,2.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
13306,1,40,1,0.0,0.0,0.0,1.9921722113502933,0.04,0.0,1.96,2.0,0.0,2.0,0.0,2.0,0.00784313725490196,0.0,2.0,0.0,0.0,0.1,0.0,1.9,2.0,25,1,2
13307,1,43,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.580392156862745,0.5568627450980392,1.9,0.06,0.02,0.06,0.0,0.0,0.0,0.0,4,1,3
13308,1,22,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.5,1.2941176470588236,2.0,2.0,0.0,0.02,0.08,0.0,0.0,0.0,0.0,16,0,1
13309,1,24,2,0.0,0.0,0.0,0.011741682974559686,0.0,0.0,2.0,2.0,0.66,2.0,2.0,0.596078431372549,0.44705882352941173,0.56,0.14,0.02,0.08,0.0,0.0,1.9,0.74,11,1,2
13310,2,45,9,0.0,0.0,0.0,0.015655577299412915,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,29,1,3
13311,1,22,5,0.0,0.0,0.0,0.23874755381604695,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.62,0.62,1.36,1.36,0,1,0
13312,1,45,1,0.0,0.0,0.0,1.0684931506849313,0.0,0.0,2.0,2.0,0.14,0.12,0.0,2.0,0.1411764705882353,0.14,0.12,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
13313,1,22,9,0.0,2.0,0.0,0.03131115459882583,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.06274509803921569,0.19607843137254902,2.0,0.0,0.24,0.4,0.0,0.0,0.0,0.0,16,0,1
13314,1,55,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.780392156862745,1.78,0.04,0.0,0.0,0.0,0.0,0.04,0.06,4,1,3
13315,1,52,2,0.0,0.0,0.0,1.0841487279843443,0.0,0.0,2.0,2.0,0.02,0.12,0.0,2.0,0.023529411764705882,0.02,0.12,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
13316,1,45,1,0.0,0.0,0.0,0.7945205479452054,0.0,0.0,2.0,2.0,0.04,0.12,0.0,2.0,0.03137254901960784,0.04,0.12,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
13317,1,55,8,0.0,0.0,0.0,0.003913894324853229,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.8156862745098039,0.82,0.06,0.0,0.0,0.22,0.52,0.22,0.24,21,1,0
13318,1,2,1,0.0,0.0,0.0,1.0528375733855184,0.0,0.0,2.0,2.0,0.08,0.12,0.0,2.0,0.08627450980392157,0.08,0.14,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
13319,1,19,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.00784313725490196,0.08627450980392157,2.0,0.0,2.0,0.54,0.0,0.0,0.0,0.0,33,1,3
13320,1,22,9,0.0,2.0,0.0,0.03131115459882583,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
13321,1,22,9,0.0,2.0,0.0,0.011741682974559686,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0352941176470587,2.0,2.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,16,0,1
13322,1,22,9,0.0,2.0,0.0,0.03913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
13323,1,22,5,0.0,0.0,0.0,0.26614481409001955,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.8,0.8,1.2,1.2,0,1,0
13324,1,55,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.7333333333333334,1.74,0.04,0.0,0.0,0.66,0.76,0.24,0.12,21,1,0
13325,1,22,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,1.34,0.054901960784313725,2.0,2.0,0.0,0.28,0.12,0.0,0.0,0.0,0.0,16,0,1
13326,1,55,8,0.0,0.0,0.0,0.003913894324853229,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.192156862745098,1.2,0.06,0.0,0.0,0.62,1.04,0.22,0.18,21,1,0
13327,0,14,9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.6235294117647059,0.6588235294117647,0.82,0.04,0.82,0.0,0.0,0.0,1.08,0.0,27,1,0
13328,1,22,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.12549019607843137,2.0,2.0,0.0,0.12,0.02,0.0,0.0,0.0,0.0,16,0,1
13329,0,14,9,0.0,0.0,0.0,1.9960861056751467,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.9490196078431372,0.8156862745098039,1.72,0.04,1.72,0.0,0.0,0.0,0.02,0.0,27,1,0
13330,1,52,2,0.0,0.0,0.0,0.8101761252446184,0.0,0.0,2.0,2.0,0.16,0.12,0.0,2.0,0.13333333333333333,0.14,0.1,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
13331,1,22,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.4,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
13332,1,49,7,0.0,2.0,0.0,0.003913894324853229,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.5725490196078431,1.2549019607843137,1.7,0.14,0.02,0.02,0.02,0.02,0.02,0.04,16,0,1
13333,1,22,9,0.0,2.0,0.0,0.007827788649706457,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
13334,1,52,1,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.6705882352941177,0.38431372549019605,0.36,0.04,0.0,0.08,0.0,0.0,1.78,2.0,11,1,2
13335,1,55,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.01568627450980392,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,35,1,3
13336,1,40,1,0.0,0.0,0.0,1.9530332681017613,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.00784313725490196,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,25,1,2
13337,1,19,9,0.0,0.0,0.0,0.007827788649706457,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.047058823529411764,0.12549019607843137,2.0,0.0,2.0,0.24,0.0,0.0,0.0,0.0,33,1,3
13338,1,55,8,0.0,0.0,0.0,0.003913894324853229,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.6352941176470588,0.64,1.2,0.0,0.0,0.44,1.38,1.18,0.0,21,1,0
13339,1,22,9,0.0,2.0,0.0,0.007827788649706457,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0784313725490196,2.0,2.0,0.0,0.2,0.14,0.0,0.0,0.0,0.0,16,0,1
13340,1,40,1,0.0,0.0,0.0,2.0,0.32,0.0,1.66,2.0,0.0,2.0,0.0,2.0,0.00784313725490196,0.0,1.88,0.0,0.0,0.32,0.0,1.68,2.0,25,1,2
13341,1,22,9,0.0,2.0,0.0,0.07045009784735812,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
13342,1,55,5,0.0,0.0,0.0,0.003913894324853229,2.0,1.2,0.0,0.4,2.0,0.0,1.6,0.10980392156862745,0.6823529411764706,0.86,0.42,0.14,0.06,2.0,2.0,0.0,0.0,11,1,2
13343,1,9,5,0.0,0.0,0.0,0.5596868884540117,2.0,2.0,0.0,0.0,0.04,0.2,0.0,2.0,0.023529411764705882,0.02,0.2,0.0,0.0,2.0,2.0,0.0,0.0,14,1,0
13344,0,14,9,0.0,0.0,0.0,0.4500978473581213,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27,1,0
13345,2,45,9,0.0,0.0,0.0,0.27788649706457924,0.0,0.0,0.0,0.0,0.12,1.6,0.0,2.0,0.07058823529411765,0.08,1.4,2.0,0.0,0.0,0.0,0.0,0.0,16,0,1
13346,1,45,1,0.0,0.0,0.0,0.9158512720156555,0.0,0.0,2.0,2.0,0.06,0.12,0.0,2.0,0.054901960784313725,0.06,0.16,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
13347,1,55,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.7176470588235293,1.72,0.06,0.0,0.0,0.66,0.78,0.24,0.12,21,1,0
13348,2,45,9,0.0,0.0,0.0,0.011741682974559686,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.9843137254901961,1.98,0.02,0.02,0.0,0.0,0.0,0.0,0.0,16,0,1
13349,1,17,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.00784313725490196,0.0,0.12,0.0,0.0,0.0,0.0,1.96,0.0,16,0,1
13350,2,11,9,0.0,0.0,0.0,0.011741682974559686,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.6627450980392156,1.6235294117647059,1.96,0.02,0.02,0.0,0.0,0.0,0.0,0.0,16,0,1
13351,1,45,1,0.0,0.0,0.0,0.8845401174168297,0.0,0.0,2.0,2.0,0.08,0.14,0.0,2.0,0.07058823529411765,0.08,0.14,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
13352,1,22,9,0.0,2.0,0.0,0.06262230919765166,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.12549019607843137,2.0,2.0,0.0,0.12,0.04,0.0,0.0,0.0,0.0,16,0,1
13353,1,45,1,0.0,0.0,0.0,0.9549902152641878,0.0,0.0,2.0,2.0,0.02,0.14,0.0,2.0,0.023529411764705882,0.02,0.14,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
13354,1,22,4,0.0,2.0,0.0,0.2465753424657534,0.04,0.04,1.94,1.94,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0,1,0
13355,1,22,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.07058823529411765,2.0,2.0,0.0,0.22,0.08,0.0,0.0,0.0,0.0,16,0,1
13356,1,25,1,0.0,0.0,0.0,1.0215264187866926,0.0,0.0,2.0,2.0,0.04,0.14,0.0,2.0,0.03137254901960784,0.04,0.14,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
13357,2,11,9,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5725490196078431,0.39215686274509803,1.36,0.06,0.02,0.0,0.0,0.0,0.0,0.0,16,0,1
13358,1,22,9,0.0,2.0,0.0,0.07436399217221135,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.9137254901960783,2.0,2.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,16,0,1
13359,1,22,9,0.0,2.0,0.0,0.03913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.4,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
13360,2,11,9,0.0,0.0,0.0,0.3522504892367906,0.0,0.0,0.0,0.0,2.0,0.0,0.02,2.0,1.9764705882352942,1.98,0.02,0.02,0.0,0.0,0.0,0.0,0.0,16,0,1
13361,1,22,9,0.0,2.0,0.0,0.023483365949119372,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
13362,1,49,9,0.0,2.0,0.0,0.007827788649706457,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.6627450980392156,1.66,0.26,0.0,0.0,0.0,0.0,0.32,0.0,10,1,0
13363,2,45,9,0.0,0.0,0.0,0.007827788649706457,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.992156862745098,2.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,29,1,3
13364,1,45,1,0.0,0.0,0.0,0.007827788649706457,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,0.00784313725490196,0.0,2.0,1.98,0.0,0.0,0.0,1.98,2.0,20,1,2
13365,1,22,9,0.0,2.0,0.0,0.015655577299412915,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0823529411764705,2.0,2.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,16,0,1
13366,1,22,9,0.0,2.0,0.0,0.015655577299412915,0.0,0.0,0.0,0.0,2.0,0.0,0.58,0.9176470588235294,2.0,2.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,16,0,1
13367,1,18,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.6509803921568628,0.66,0.06,0.0,0.0,0.04,0.0,0.04,0.0,33,1,3
13368,1,22,9,0.0,2.0,0.0,0.03131115459882583,0.0,0.0,0.0,0.0,2.0,0.0,0.44,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
13369,1,45,1,0.0,0.0,0.0,0.49706457925636005,0.0,0.0,2.0,2.0,0.12,0.14,0.0,2.0,0.06274509803921569,0.06,0.12,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
13370,2,11,9,0.0,0.0,0.0,0.5557729941291585,0.0,0.0,0.0,0.0,2.0,0.0,0.02,1.7333333333333334,1.3098039215686275,1.52,0.02,0.02,0.0,0.0,0.0,0.0,0.0,16,0,1
13371,0,13,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.00784313725490196,0.0784313725490196,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,7,1,2
13372,1,22,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.10980392156862745,1.8823529411764706,2.0,0.0,0.14,0.12,0.0,0.0,0.0,0.0,16,0,1
13373,1,22,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
13374,1,49,9,0.0,2.0,0.0,0.007827788649706457,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.584313725490196,1.58,0.26,0.0,0.0,0.0,0.0,0.4,0.0,10,1,0
13375,2,11,9,0.0,0.0,0.0,1.8434442270058709,0.0,0.0,0.0,0.0,0.0,1.86,0.0,2.0,0.00784313725490196,0.0,1.76,0.04,0.0,0.0,0.0,0.0,0.0,25,1,2
13376,1,45,5,0.0,0.0,0.0,0.7084148727984344,2.0,2.0,0.0,0.0,0.2,0.18,0.0,2.0,0.14901960784313725,0.14,0.18,0.0,0.0,2.0,2.0,0.0,0.0,14,1,0
13377,1,22,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.5,0.0,0.0,2.0,0.0,1.5,0.39215686274509803,2.0,2.0,0.0,0.04,0.06,0.0,0.0,0.0,0.0,16,0,1
13378,1,22,9,0.0,2.0,0.0,0.011741682974559686,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.01568627450980392,2.0,2.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,16,0,1
13379,1,30,2,0.0,0.0,0.0,0.40313111545988256,0.64,0.0,1.36,2.0,0.36,0.12,0.0,2.0,0.14901960784313725,0.14,0.1,0.0,0.0,1.22,0.0,0.78,2.0,14,1,0
13380,1,22,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.00784313725490196,2.0,2.0,0.0,2.0,0.08,0.0,0.0,0.0,0.0,16,0,1
13381,1,40,1,0.0,0.0,0.0,1.9921722113502933,0.02,0.0,1.94,2.0,0.0,2.0,0.0,2.0,0.00784313725490196,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,25,1,2
13382,0,14,9,0.0,0.0,0.0,1.847358121330724,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27,1,0
13383,1,22,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.39215686274509803,2.0,2.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,16,0,1
13384,1,22,9,0.0,2.0,0.0,0.06262230919765166,0.0,0.0,0.0,0.0,2.0,0.0,0.2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
13385,1,24,1,0.0,0.0,0.0,0.007827788649706457,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.803921568627451,0.047058823529411764,0.02,0.06,0.0,0.66,0.0,0.0,0.06,1.66,11,1,2
13386,2,45,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,29,1,3
13387,1,19,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.023529411764705882,0.14901960784313725,2.0,0.0,2.0,0.32,0.0,0.0,0.0,0.0,33,1,3
13388,1,22,4,0.0,2.0,0.0,0.007827788649706457,0.0,0.0,2.0,1.0,2.0,0.0,1.5,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1,1,0
13389,1,43,2,0.0,2.0,0.0,0.011741682974559686,0.0,0.0,2.0,2.0,0.66,2.0,0.0,2.0,0.2823529411764706,0.28,0.06,0.0,0.0,0.0,0.0,1.06,1.88,11,1,2
13390,1,45,1,0.0,0.0,0.0,1.0293542074363993,0.0,0.0,2.0,2.0,0.12,0.12,0.0,2.0,0.11764705882352941,0.12,0.14,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
13391,1,43,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.9450980392156862,1.94,0.04,0.0,0.0,0.0,0.0,0.02,0.0,4,1,3
13392,1,49,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14901960784313725,1.0901960784313725,0.84,0.52,0.1,0.02,0.0,0.0,0.0,0.0,16,0,1
13393,0,14,9,0.0,0.0,0.0,1.9960861056751467,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.596078431372549,0.611764705882353,2.0,0.0,2.0,0.06,0.0,0.0,0.0,0.0,27,1,0
13394,0,14,9,0.0,0.0,0.0,1.8238747553816046,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27,1,0
13395,1,22,9,0.0,2.0,0.0,0.11350293542074363,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
13396,1,22,9,0.0,2.0,0.0,0.011741682974559686,0.0,0.0,0.0,0.0,2.0,0.0,0.28,0.09411764705882353,2.0,2.0,0.0,0.16,0.04,0.0,0.0,0.0,0.0,16,0,1
13397,1,22,9,0.0,2.0,0.0,0.11350293542074363,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.6,2.0,2.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,16,0,1
13398,1,45,5,0.0,0.0,0.0,0.9863013698630136,2.0,2.0,0.0,0.0,0.12,0.14,0.0,2.0,0.10980392156862745,0.1,0.16,0.0,0.0,2.0,2.0,0.0,0.0,14,1,0
13399,1,43,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.9372549019607843,1.94,0.02,0.0,0.0,0.0,0.0,0.0,0.0,4,1,3
13400,1,22,9,0.0,2.0,0.0,0.06262230919765166,0.0,0.0,0.0,0.0,2.0,0.0,0.22,1.8352941176470587,2.0,2.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,16,0,1
13401,2,45,9,0.0,0.0,0.0,0.18786692759295498,0.0,0.0,0.0,0.0,0.16,1.88,0.0,2.0,0.03137254901960784,0.04,1.22,1.98,0.0,0.0,0.0,0.02,0.0,16,0,1
13402,0,14,9,0.0,0.0,0.0,1.9882583170254402,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.3058823529411765,0.3,0.04,0.32,0.0,0.0,0.0,0.0,0.0,27,1,0
13403,2,40,9,0.0,0.0,0.0,0.7084148727984344,0.0,0.0,0.0,0.0,0.02,2.0,0.0,2.0,0.00784313725490196,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,25,1,2
13404,1,43,2,0.0,2.0,0.0,0.011741682974559686,0.0,0.0,2.0,2.0,0.66,2.0,2.0,2.0,0.40784313725490196,0.4,0.06,0.0,0.0,0.0,0.0,1.5,1.84,11,1,2
13405,1,45,5,0.0,0.0,0.0,0.16046966731898238,2.0,2.0,0.0,0.0,0.1,0.4,0.0,2.0,0.01568627450980392,0.02,0.34,0.0,0.0,2.0,2.0,0.0,0.0,14,1,0
